pageid,revid,user_rating,flesch_reading_ease,flesch_kincaid_grade,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,readability_consensus
35288903,501813579,GA,23.77,15.4,17.1,26.34,25.1,9.32,690,24.5,10.8,24th and 25th grade
11062912,501818609,GA,34.26,13.5,14.6,25.12,23.4,8.21,376,22.5,10.0,22th and 23th grade
36404022,501895990,Stub,-46.28,23.7,20.3,46.51,39.0,15.04,135,12.5,8.4,12th and 13th grade
32687133,501915468,GA,11.92,15.8,15.9,28.13,24.6,9.75,507,13.0,8.8,15th and 16th grade
7239234,501933548,B,29.18,15.4,15.9,19.44,21.1,9.18,1356,14.0,12.0,15th and 16th grade
36407648,501944574,Start,3.46,17.0,13.0,34.1,29.1,10.29,132,5.0,8.8,12th and 13th grade
36333315,502023881,Stub,59.3,8.0,11.2,19.53,15.3,9.18,88,5.5,6.8,19th and 20th grade
36412914,502028940,Stub,-103.47,37.4,30.5,58.6,59.2,17.04,85,82.5,17.6,58th and 59th grade
36415088,502052950,Stub,-102.45,37.0,31.1,58.13,58.7,16.96,84,81.0,17.2,58th and 59th grade
5408694,502099607,GA,31.21,14.6,14.6,24.02,23.4,8.1,447,24.5,11.2,14th and 15th grade
8094330,502123538,GA,34.26,13.5,15.9,26.1,24.2,9.6,222,9.0,10.0,9th and 10th grade
29007186,502139705,GA,24.78,15.0,15.9,25.47,24.2,9.49,2282,7.5,10.4,24th and 25th grade
36421559,502143817,C,23.77,15.4,18.2,23.73,22.9,10.04,227,21.0,10.8,10th and 11th grade
36138679,502170748,GA,14.97,14.7,14.6,31.6,26.1,9.65,419,13.0,7.6,14th and 15th grade
26901564,502180055,FA,19.37,15.0,15.9,27.44,24.3,9.07,2101,13.5,9.2,15th and 16th grade
36422253,502205688,Stub,32.22,14.2,15.9,23.44,22.6,11.47,47,8.5,10.8,22th and 23th grade
36383611,502225453,C,15.99,20.5,20.3,21.01,28.5,9.67,569,16.5,17.2,20th and 21th grade
36257420,502326694,GA,-0.6,18.6,15.9,35.73,32.4,10.3,762,16.0,10.4,15th and 16th grade
36150237,502328575,B,38.66,13.8,15.9,23.5,23.9,9.45,416,28.0,11.6,23th and 24th grade
219048,502330691,FA,49.15,11.9,13.0,20.01,19.9,8.22,2096,30.0,10.8,19th and 20th grade
36434248,502345938,C,18.35,15.4,17.1,26.8,24.3,9.55,355,11.5,9.6,9th and 10th grade
30234973,502347713,Stub,-73.69,28.0,21.2,53.6,45.3,15.34,50,20.0,9.2,27th and 28th grade
1117304,502355208,C,26.81,14.2,13.0,29.7,26.3,9.84,248,10.5,9.6,9th and 10th grade
25912896,502368085,GA,29.86,13.1,14.6,26.68,22.6,10.11,490,8.5,8.4,8th and 9th grade
36369021,502368969,B,44.75,11.5,14.6,21.75,19.5,9.12,455,49.0,9.2,21th and 22th grade
4439322,502382451,Start,37.3,12.3,14.6,19.49,17.5,9.49,303,5.0,8.8,8th and 9th grade
31857983,502400466,C,39.33,11.5,13.0,27.14,22.6,9.71,137,18.0,8.0,11th and 12th grade
36436472,502433909,Start,3.46,17.0,15.9,32.54,28.1,10.08,164,26.0,8.8,25th and 26th grade
35085058,502434137,GA,11.25,18.2,18.2,26.4,26.9,10.58,403,32.0,12.4,26th and 27th grade
1887111,502442411,GA,22.75,15.8,18.2,30.34,28.8,9.92,331,12.5,11.2,12th and 13th grade
16111025,502453475,GA,37.3,12.3,14.6,26.62,23.0,8.88,358,11.0,8.8,8th and 9th grade
7152068,502463317,GA,48.13,12.3,15.9,21.47,21.6,9.03,515,27.5,11.2,21th and 22th grade
31515215,502467509,Start,52.19,10.7,13.0,16.77,16.0,9.48,139,5.5,9.6,9th and 10th grade
5051993,502501861,GA,10.91,16.2,15.9,31.9,27.9,8.97,738,14.0,9.2,15th and 16th grade
36348125,502506484,GA,-32.41,22.5,17.1,47.56,41.1,9.84,370,12.5,9.6,9th and 10th grade
23846536,502512002,GA,41.7,12.7,14.6,20.54,19.9,9.8,497,49.5,10.4,9th and 10th grade
9450410,502548686,C,29.18,15.4,18.2,20.14,21.7,9.7,357,13.5,12.0,21th and 22th grade
36084003,502576508,GA,27.83,13.9,14.6,25.18,22.2,9.43,1168,12.0,9.2,14th and 15th grade
33813418,502599026,B,9.89,16.6,17.1,30.16,26.7,10.93,231,15.5,9.6,16th and 17th grade
598571,502645714,C,42.72,12.3,13.0,21.29,20.2,8.89,567,21.5,10.0,21th and 22th grade
19494417,502658797,Start,10.91,16.2,14.6,30.34,26.4,10.79,253,19.0,9.2,18th and 19th grade
35953805,502700005,GA,8.88,17.0,15.9,37.65,33.7,8.0,1530,7.0,10.0,16th and 17th grade
36449993,502748404,Stub,8.88,17.0,18.2,35.79,31.8,11.2,169,8.5,10.0,16th and 17th grade
33304947,502908936,FA,23.77,15.4,17.1,25.99,24.9,9.19,1338,11.0,10.8,10th and 11th grade
36469029,502919785,Start,11.92,15.8,15.9,29.35,25.3,11.41,151,11.0,8.8,15th and 16th grade
1267433,502972857,Start,22.42,20.1,20.3,24.85,32.4,9.93,423,18.5,18.0,24th and 25th grade
27974739,502999471,Start,14.29,17.0,17.1,34.11,31.6,9.68,157,24.5,11.2,16th and 17th grade
35119480,503033252,C,-16.5,20.5,18.2,36.72,32.9,10.22,319,19.5,10.0,9th and 10th grade
2497108,503034349,C,21.4,14.3,14.6,28.71,24.2,9.59,542,8.5,8.4,14th and 15th grade
31348705,503055070,C,30.87,12.7,15.9,30.21,25.3,10.42,388,17.5,8.0,17th and 18th grade
14993480,503083401,Stub,16.32,16.2,17.1,33.99,30.7,13.4,58,13.0,10.4,12th and 13th grade
36390003,503096355,Start,29.86,13.1,13.0,21.92,19.0,9.25,234,9.0,8.4,12th and 13th grade
28438180,503152858,C,9.55,14.7,13.0,32.87,25.8,10.09,174,5.0,6.4,12th and 13th grade
9887321,503160077,Start,40.69,13.1,14.6,21.93,21.6,10.2,475,13.5,10.8,21th and 22th grade
423616,503227569,GA,23.77,15.4,15.9,29.94,27.8,9.93,637,10.5,10.8,10th and 11th grade
9942812,503315639,Start,35.27,13.1,14.6,25.93,23.6,10.67,176,18.5,9.6,25th and 26th grade
36409617,503327178,Stub,-9.06,19.7,19.3,29.0,26.7,12.2,40,13.5,10.4,19th and 20th grade
2811365,503364445,C,38.66,13.8,15.9,19.9,20.9,9.83,235,12.5,11.6,11th and 12th grade
27793624,503375325,C,52.87,8.4,11.2,18.89,14.2,8.85,226,31.5,6.0,8th and 9th grade
36289106,503520934,B,0.42,18.2,15.9,30.34,27.5,10.58,139,14.0,10.0,27th and 28th grade
36073418,503574515,Stub,-63.2,32.3,29.3,45.09,49.4,14.18,90,75.5,18.4,75th and 76th grade
358546,503578175,FA,50.16,11.5,14.6,19.55,19.1,8.15,1492,4.0,10.4,19th and 20th grade
262218,503599767,Start,27.83,13.9,14.6,28.71,25.3,10.68,212,13.0,9.2,12th and 13th grade
21776722,503611346,GA,37.3,12.3,13.0,20.94,18.6,9.11,562,8.5,8.8,8th and 9th grade
698223,503756358,C,26.81,14.2,15.9,26.1,23.3,10.47,228,22.0,9.6,9th and 10th grade
34421048,503788225,C,22.41,13.9,13.0,27.37,23.0,9.63,461,18.0,8.0,12th and 13th grade
36450505,503796072,Start,38.31,11.9,14.6,22.97,19.9,9.31,347,10.5,8.4,11th and 12th grade
36373437,503806921,C,-2.97,17.4,15.9,36.6,30.4,10.71,407,11.5,8.0,15th and 16th grade
31132404,503871963,C,20.72,16.6,15.9,28.55,28.4,9.73,182,26.5,12.0,28th and 29th grade
33927081,503904098,Start,13.95,15.0,14.6,26.45,22.1,11.14,80,6.5,8.0,14th and 15th grade
2126135,503978458,Start,0.42,18.2,18.2,33.93,30.4,12.16,146,10.5,10.0,18th and 19th grade
21776777,503992424,GA,43.73,11.9,13.0,19.38,18.0,9.15,548,15.0,9.6,9th and 10th grade
12845192,504019156,B,26.81,14.2,14.6,30.34,27.2,9.04,587,7.5,9.6,14th and 15th grade
10613246,504019238,Start,2.44,17.4,18.2,43.79,37.5,10.85,112,6.5,9.2,17th and 18th grade
1811742,504047372,Start,47.79,10.3,14.6,20.94,17.6,9.24,330,6.0,8.0,20th and 21th grade
26034651,504062954,B,51.85,8.8,13.0,26.31,20.4,6.5,504,11.0,6.4,6th and 7th grade
872892,504094409,FA,37.64,14.2,15.9,22.28,23.2,9.1,1171,16.0,12.0,15th and 16th grade
26403306,504094461,FA,36.28,12.7,14.6,24.77,22.2,8.76,1227,14.0,9.2,8th and 9th grade
25691354,504094543,FA,14.97,14.7,15.9,31.14,25.8,10.28,1274,6.0,7.6,25th and 26th grade
33107456,504097542,GA,7.19,19.7,17.1,27.62,29.6,10.2,666,18.0,14.0,17th and 18th grade
33134838,504202014,FA,29.18,15.4,17.1,23.96,24.7,9.73,1104,8.5,12.0,24th and 25th grade
1719537,504291981,C,32.22,14.2,15.9,25.23,24.2,9.41,869,26.5,10.8,26th and 27th grade
24874496,504294165,C,-8.04,19.3,15.9,34.8,31.3,10.46,223,14.5,10.0,9th and 10th grade
36491810,504376315,C,-25.98,22.1,17.1,45.19,39.8,10.4,321,17.5,10.4,17th and 18th grade
36557915,504408062,Stub,-87.56,35.4,29.9,56.92,58.4,16.93,116,81.0,18.0,29th and 30th grade
29502231,504423963,Start,-13.11,27.5,24.5,46.36,54.6,11.65,597,11.0,22.0,27th and 28th grade
1212951,504434745,Start,-13.46,19.4,18.2,39.26,33.4,11.19,874,11.0,8.8,10th and 11th grade
15396628,504447158,B,30.87,12.7,14.6,25.17,21.3,8.78,396,14.0,8.0,14th and 15th grade
17608618,504447392,Start,11.25,18.2,18.2,27.85,28.2,10.34,434,22.0,12.4,27th and 28th grade
36560068,504450638,Stub,-68.28,28.0,22.9,52.55,45.8,15.56,102,31.0,10.4,30th and 31th grade
36560796,504466119,Stub,-51.01,33.8,29.3,43.41,54.1,15.28,92,74.5,23.6,23th and 24th grade
6494584,504573255,C,40.69,13.1,14.6,21.88,21.3,9.43,366,16.5,10.8,21th and 22th grade
36566772,504586723,Stub,-50.34,25.3,20.3,45.65,39.8,14.63,64,55.0,10.0,54th and 55th grade
30047593,504664334,C,-16.5,20.5,15.9,41.59,36.6,10.18,418,10.5,10.0,10th and 11th grade
218947,504689627,FA,0.42,18.2,14.6,37.36,33.2,8.55,3211,16.5,10.0,16th and 17th grade
36572788,504703562,Start,18.35,15.4,15.9,27.67,24.7,11.36,140,19.0,9.6,15th and 16th grade
137227,504723863,Start,49.82,9.5,13.0,20.64,16.7,9.29,321,14.0,7.2,9th and 10th grade
36569990,504726527,Stub,21.74,16.2,18.2,28.08,27.2,11.41,40,18.5,11.6,18th and 19th grade
1063371,504746162,GA,9.89,16.6,15.9,28.66,25.8,8.88,1587,25.5,9.6,25th and 26th grade
36575383,504751553,Stub,-82.49,27.2,15.9,56.29,44.5,15.19,35,9.0,6.0,15th and 16th grade
29661727,504764655,Stub,-67.6,25.7,18.2,50.97,41.2,13.04,72,6.0,6.8,25th and 26th grade
33535921,504776006,FA,5.83,18.2,17.1,31.45,29.5,9.73,964,13.5,11.2,29th and 30th grade
36578277,504804438,Start,-37.82,22.5,15.9,52.02,43.2,12.46,91,10.5,8.4,22th and 23th grade
36189526,504814379,Stub,-18.53,21.3,17.1,42.81,38.5,12.16,32,15.5,10.8,15th and 16th grade
247552,504829376,FA,59.64,9.9,13.0,18.39,18.0,8.1,1131,19.0,10.0,9th and 10th grade
25859912,504834572,C,31.21,14.6,15.9,20.77,21.0,10.08,332,12.5,11.2,20th and 21th grade
4838342,504852310,B,30.2,15.0,15.9,24.31,24.1,8.73,1248,15.5,11.6,15th and 16th grade
36580111,504857767,Stub,-23.95,21.3,18.2,43.21,37.5,11.15,57,15.5,9.6,15th and 16th grade
3991297,504862016,C,37.64,14.2,15.9,18.05,19.9,9.36,1018,27.0,12.0,11th and 12th grade
4504417,504922265,GA,36.28,12.7,14.6,25.12,22.4,8.29,976,19.0,9.2,18th and 19th grade
8794508,504957395,GA,42.72,12.3,14.6,20.36,19.2,9.08,691,17.0,10.0,9th and 10th grade
708395,504975714,Start,11.92,15.8,14.6,34.04,29.2,11.56,272,12.5,8.8,12th and 13th grade
8501624,504978242,GA,44.75,11.5,13.0,18.8,17.1,9.24,595,50.5,9.2,18th and 19th grade
25998318,505017856,FA,27.83,13.9,15.9,26.28,23.2,9.31,2352,10.5,9.2,15th and 16th grade
4520960,505026862,GA,30.87,12.7,13.0,26.67,22.3,9.52,387,11.0,8.0,12th and 13th grade
36373708,505099303,Start,26.81,14.2,15.9,28.6,25.6,9.15,515,26.0,9.6,25th and 26th grade
10412692,505099524,Start,29.18,15.4,17.1,22.63,23.6,10.16,164,5.5,12.0,23th and 24th grade
18782737,505102259,Start,35.27,13.1,14.6,31.96,28.4,10.45,125,11.0,9.6,10th and 11th grade
36538469,505113009,Stub,-2.97,17.4,14.6,39.09,32.3,11.97,37,9.0,8.0,7th and 8th grade
288140,505182555,FA,44.75,11.5,14.6,22.45,20.2,8.54,2355,17.0,9.2,8th and 9th grade
15870,505205321,C,19.37,15.0,15.9,30.8,27.0,9.54,529,18.0,9.2,9th and 10th grade
36605145,505245462,Start,4.82,18.6,18.2,35.85,33.6,10.34,51,13.5,11.6,18th and 19th grade
27490484,505326093,GA,43.73,11.9,14.6,23.78,21.8,8.0,1373,8.5,9.6,23th and 24th grade
36609143,505332362,Stub,-20.56,22.1,18.2,40.67,37.4,11.67,104,14.5,11.6,11th and 12th grade
235696,505402650,C,33.24,13.8,15.9,20.13,19.7,9.46,597,13.5,10.4,13th and 14th grade
36598607,505539583,Stub,28.17,15.8,18.2,34.0,33.0,10.7,76,28.5,12.4,28th and 29th grade
8050839,505615997,B,41.7,12.7,14.6,25.7,24.5,7.96,507,14.5,10.4,14th and 15th grade
137285,505693574,Start,41.36,10.7,13.0,24.11,19.5,9.76,414,16.5,7.2,10th and 11th grade
15125546,505706907,GA,15.31,16.6,17.1,32.49,30.1,9.45,1289,12.5,10.8,16th and 17th grade
31589332,505747709,Start,35.27,13.1,14.6,24.42,22.3,9.67,70,10.5,9.6,9th and 10th grade
18252725,505764766,C,51.18,11.1,13.0,20.54,19.7,9.19,357,17.5,10.0,9th and 10th grade
34846840,505790236,GA,13.28,17.4,15.9,31.85,30.4,9.82,538,13.5,11.6,15th and 16th grade
36634354,505792764,Stub,-74.03,26.1,17.1,56.82,45.0,14.56,35,5.5,6.0,5th and 6th grade
1300568,505829852,FA,43.73,11.9,14.6,22.45,20.8,8.83,1293,18.0,9.6,20th and 21th grade
6746658,505838037,B,50.16,11.5,13.0,18.04,17.8,9.65,80,12.0,10.4,11th and 12th grade
9113933,505909597,B,20.72,16.6,17.1,29.18,28.8,9.76,395,24.5,12.0,28th and 29th grade
35698852,505971783,Stub,63.7,8.4,13.0,20.94,18.3,8.86,85,6.5,8.4,8th and 9th grade
14169726,506046304,C,41.7,12.7,14.6,21.99,21.0,9.76,503,11.5,10.4,9th and 10th grade
16876883,506050005,Start,30.87,12.7,13.0,34.1,28.3,10.54,128,8.0,8.0,12th and 13th grade
36647881,506071735,Stub,-61.51,29.5,23.7,57.09,54.0,15.87,63,30.5,14.4,30th and 31th grade
7821798,506075920,Start,-16.5,20.5,15.9,41.76,36.7,10.94,310,13.0,10.0,12th and 13th grade
36653745,506191647,Start,34.6,15.4,17.1,23.73,25.7,10.32,132,28.5,13.2,28th and 29th grade
35302536,506195224,Stub,23.09,17.7,19.3,20.08,24.2,10.35,62,15.5,14.4,19th and 20th grade
19667093,506212460,Start,10.91,16.2,15.9,33.06,28.7,10.99,258,20.0,9.2,15th and 16th grade
5304734,506233939,Start,22.41,13.9,14.6,27.61,23.1,11.47,225,31.0,8.0,30th and 31th grade
274116,506236753,B,18.35,15.4,15.9,24.07,22.1,9.54,1850,8.5,9.6,9th and 10th grade
35718108,506254268,Stub,-13.46,19.4,17.1,46.28,39.0,12.93,46,16.0,8.8,12th and 13th grade
379359,506337716,FA,24.78,15.0,15.9,26.68,24.8,9.05,2016,26.5,10.4,26th and 27th grade
2732630,506338372,FA,24.78,15.0,15.9,24.65,23.3,8.67,1752,6.5,10.4,24th and 25th grade
36650676,506365545,B,35.27,13.1,14.6,24.54,22.4,9.64,670,17.0,9.6,9th and 10th grade
36661866,506377614,Stub,-1.95,17.0,15.9,35.26,28.7,11.94,27,6.0,7.6,28th and 29th grade
36664258,506378165,Stub,10.91,16.2,18.2,36.66,31.7,12.99,30,11.5,9.2,12th and 13th grade
3718470,506391007,Start,33.24,13.8,14.6,29.76,27.3,9.28,129,14.5,10.4,14th and 15th grade
12922178,506425612,Start,-13.12,21.3,20.3,36.49,34.5,11.1,276,18.5,12.0,11th and 12th grade
18857424,506440182,B,32.9,11.9,13.0,20.29,16.3,9.39,289,16.5,7.2,16th and 17th grade
27533494,506454039,Start,57.27,8.8,11.2,14.78,12.3,9.65,68,5.5,7.6,9th and 10th grade
36668894,506455817,Stub,-60.83,33.4,28.7,47.76,54.3,16.31,93,81.0,20.8,28th and 29th grade
36407163,506470044,C,37.64,14.2,13.0,22.51,23.3,9.32,178,19.5,12.0,22th and 23th grade
28394791,506474035,C,56.25,9.1,13.0,21.23,17.8,8.92,294,6.5,8.0,8th and 9th grade
34248251,506474086,C,8.88,17.0,17.1,32.77,29.7,9.96,403,15.5,10.0,9th and 10th grade
18256424,506476406,GA,5.49,16.2,14.6,38.97,32.4,9.09,249,8.5,8.0,8th and 9th grade
31474439,506681264,C,-1.62,19.0,18.2,33.07,30.5,11.26,392,28.5,10.8,18th and 19th grade
4534822,506690354,B,24.44,13.1,13.0,31.78,25.7,9.52,145,7.0,7.2,12th and 13th grade
35604663,506731418,GA,24.78,15.0,17.1,26.51,25.1,9.93,350,13.5,10.4,9th and 10th grade
36688624,506794313,B,10.91,16.2,14.6,29.99,26.1,8.77,753,12.5,9.2,12th and 13th grade
9650877,506834303,FA,24.78,15.0,17.1,30.45,28.1,8.25,1595,12.0,10.4,14th and 15th grade
3141487,506834462,FA,32.22,14.2,15.9,26.63,25.4,8.95,555,13.5,10.8,13th and 14th grade
5266564,506893507,B,42.72,12.3,13.0,21.7,20.5,8.7,496,13.0,10.0,12th and 13th grade
36651680,506965166,Start,-51.7,23.7,15.9,54.4,44.0,11.3,415,9.0,7.2,23th and 24th grade
3240099,507113441,FA,13.95,15.0,14.6,32.54,27.0,9.17,1143,20.0,8.0,14th and 15th grade
26570330,507115148,FA,-12.44,19.0,15.9,40.54,34.1,9.37,907,13.5,8.4,8th and 9th grade
461940,507116977,FA,0.42,18.2,17.1,34.75,31.0,9.53,869,17.0,10.0,9th and 10th grade
36708320,507148043,B,10.23,18.5,20.3,24.95,26.2,11.37,77,27.5,12.8,12th and 13th grade
36706256,507167809,Stub,16.32,16.2,17.1,30.22,27.9,12.21,41,15.0,10.4,27th and 28th grade
171948,507200184,GA,46.78,10.7,13.0,24.07,20.7,8.28,1211,19.0,8.4,10th and 11th grade
34293559,507215874,C,6.5,15.8,14.6,35.49,29.0,10.71,235,8.5,7.6,28th and 29th grade
36708892,507276628,Stub,12.94,15.4,14.6,38.05,32.1,10.29,62,6.5,8.4,14th and 15th grade
32693960,507297049,Start,41.7,12.7,13.0,20.71,20.2,9.48,144,24.5,10.4,12th and 13th grade
8469568,507506151,Start,41.7,12.7,13.0,25.81,24.4,9.71,165,12.5,10.4,12th and 13th grade
191744,507566710,GA,36.63,14.6,17.1,26.05,26.6,9.0,686,6.5,12.4,26th and 27th grade
126192,507579573,GA,19.71,17.0,18.2,23.21,24.6,10.28,489,16.0,12.4,24th and 25th grade
14800487,507595536,Stub,19.37,15.0,15.9,25.52,22.6,11.6,138,12.0,9.2,11th and 12th grade
18833821,507631513,GA,6.84,17.8,17.1,31.67,29.4,9.68,783,17.5,10.8,17th and 18th grade
329612,507632176,FA,38.66,13.8,15.9,22.22,22.8,8.52,2555,10.5,11.6,22th and 23th grade
8868782,507666818,C,27.83,13.9,14.6,22.97,20.6,9.71,1080,14.0,9.2,13th and 14th grade
36711939,507667246,Start,-11.09,20.5,19.3,34.58,32.1,11.22,305,18.0,11.2,20th and 21th grade
2907099,507764557,GA,4.47,16.6,15.9,38.8,32.6,9.71,547,13.0,8.4,12th and 13th grade
36648442,507817534,C,-35.45,23.7,19.3,42.41,38.1,11.52,387,10.5,10.8,10th and 11th grade
33130384,507837160,B,-14.47,19.8,15.9,39.97,34.4,9.37,605,6.0,9.2,19th and 20th grade
15974671,507871950,C,34.26,13.5,14.6,21.87,20.5,9.87,452,8.0,10.0,9th and 10th grade
11008005,507905900,Start,29.86,13.1,13.0,29.35,24.7,10.17,158,12.5,8.4,12th and 13th grade
35843621,507910763,FA,20.72,16.6,17.1,23.21,23.7,8.86,1790,12.5,12.0,23th and 24th grade
36691645,507955202,B,23.77,15.4,17.1,28.37,26.5,9.82,646,19.5,10.8,26th and 27th grade
20296004,507961322,Start,46.1,13.0,17.1,26.46,26.6,9.8,111,27.0,12.0,26th and 27th grade
36754086,507967613,Start,21.74,16.2,17.1,26.46,25.9,11.16,270,12.5,11.6,25th and 26th grade
756084,507972568,GA,18.69,17.4,17.1,29.18,29.6,10.02,727,28.5,12.8,29th and 30th grade
36752193,507972672,B,40.69,13.1,15.9,25.12,24.1,9.3,122,12.5,10.8,12th and 13th grade
14466100,507981035,GA,41.7,12.7,15.9,25.64,24.2,9.35,433,16.5,10.4,25th and 26th grade
36756248,508005008,Stub,-15.49,20.1,17.1,43.27,37.6,13.14,32,13.0,9.6,12th and 13th grade
36653350,508090747,C,50.16,11.5,13.0,17.17,17.4,10.14,75,58.0,10.4,9th and 10th grade
36768051,508194204,Stub,9.89,16.6,18.2,28.95,25.7,11.01,86,13.5,9.6,28th and 29th grade
35811856,508223480,FA,34.26,13.5,14.6,22.51,21.4,8.76,746,13.0,10.0,22th and 23th grade
36628336,508226508,GA,34.26,13.5,15.9,26.92,24.8,9.82,612,14.0,10.0,13th and 14th grade
30157827,508231144,FA,57.61,10.7,14.6,21.06,20.9,8.66,910,17.5,10.8,10th and 11th grade
3334371,508278302,C,22.41,13.9,13.0,29.46,24.5,9.82,311,6.0,8.0,12th and 13th grade
36749530,508298611,B,37.3,12.3,13.0,22.33,19.6,9.34,370,26.5,8.8,12th and 13th grade
36776385,508310956,Start,22.75,15.8,18.2,27.15,26.3,10.91,120,17.5,11.2,17th and 18th grade
33846912,508323059,Start,53.21,10.3,13.0,17.87,16.4,9.91,127,8.5,9.2,9th and 10th grade
36779393,508371830,Start,-49.33,24.9,20.3,49.36,42.2,12.58,183,13.5,9.6,12th and 13th grade
36781569,508400110,Stub,49.15,11.9,14.6,22.22,21.6,9.95,80,26.5,10.8,21th and 22th grade
14577660,508401790,Start,42.72,12.3,14.6,18.62,17.8,9.83,299,13.0,10.0,9th and 10th grade
1250193,508448939,GA,50.16,11.5,14.6,19.03,18.8,8.48,1253,13.0,10.4,18th and 19th grade
36721013,508461187,C,30.2,15.0,15.9,24.37,24.6,9.06,527,18.5,11.6,24th and 25th grade
13405722,508528953,GA,20.38,14.6,14.6,26.91,23.5,9.71,666,6.5,8.8,14th and 15th grade
36509268,508649543,Stub,-16.16,22.5,22.1,36.79,36.4,11.39,58,9.0,13.2,22th and 23th grade
5869498,508695995,Stub,20.38,14.6,15.9,27.78,24.1,11.38,76,14.5,8.8,14th and 15th grade
34297836,508698116,Stub,37.64,14.2,14.6,39.45,37.3,5.76,55,14.0,12.0,14th and 15th grade
49471,508760785,FA,50.16,11.5,14.6,16.19,16.3,8.0,1550,12.0,10.4,11th and 12th grade
36314815,508800937,Stub,-46.28,23.7,19.3,50.28,41.8,14.13,140,15.5,8.4,23th and 24th grade
36799310,508816679,Stub,-42.22,22.1,14.6,46.85,37.4,11.47,22,8.0,6.8,14th and 15th grade
5083097,508878245,Start,44.75,11.5,13.0,20.88,18.8,10.71,159,9.0,9.2,10th and 11th grade
2093184,508951362,Start,29.86,13.1,14.6,22.56,19.6,9.82,306,12.0,8.4,22th and 23th grade
30012017,509167007,C,57.61,10.7,11.2,12.94,14.3,7.53,1188,14.5,10.8,10th and 11th grade
36770578,509168564,Start,8.88,17.0,17.1,29.06,26.3,11.31,85,8.5,10.0,16th and 17th grade
36760335,509220865,B,38.66,13.8,17.1,21.93,22.6,8.84,712,15.5,11.6,11th and 12th grade
36804000,509231799,Start,66.07,9.5,13.0,27.85,26.1,9.01,133,25.0,10.8,9th and 10th grade
36822475,509260039,Stub,-49.67,22.9,14.6,48.87,39.0,11.73,22,8.0,6.4,22th and 23th grade
36496307,509440666,FA,29.86,13.1,14.6,24.82,21.2,9.45,670,13.0,8.4,12th and 13th grade
371213,509440895,FA,39.67,13.4,14.6,18.69,19.1,8.67,1250,15.5,11.2,18th and 19th grade
36784073,509517472,Stub,-29.7,25.6,20.3,41.31,42.5,12.62,47,20.0,15.2,19th and 20th grade
3455796,509570478,B,12.6,19.7,19.3,28.55,31.9,9.95,324,20.5,15.2,19th and 20th grade
28514510,509592682,Start,8.88,17.0,15.9,29.47,26.6,10.97,226,13.5,10.0,26th and 27th grade
36836529,509644200,GA,22.41,13.9,14.6,27.43,22.9,10.5,446,8.5,8.0,22th and 23th grade
36691369,509683208,GA,15.31,16.6,17.1,31.39,29.3,9.69,1403,9.0,10.8,16th and 17th grade
36477369,509694899,GA,53.21,10.3,11.2,18.45,16.7,8.59,396,51.5,9.2,9th and 10th grade
14622722,509716516,Stub,30.87,12.7,13.0,28.53,23.8,12.01,29,11.5,8.0,12th and 13th grade
33374895,509754404,B,14.29,17.0,17.1,28.95,27.8,10.46,214,10.5,11.2,10th and 11th grade
116783,509766443,Start,48.81,9.9,13.0,22.38,18.7,9.34,427,27.5,7.6,9th and 10th grade
36744226,509779815,C,2.44,17.4,15.9,32.71,28.4,10.33,212,6.0,9.2,15th and 16th grade
592828,509852425,Start,53.21,10.3,13.0,16.82,15.4,8.8,583,6.5,9.2,9th and 10th grade
18566148,509904916,FA,32.22,14.2,17.1,22.33,21.8,8.67,1301,13.5,10.8,21th and 22th grade
36649501,509905122,Stub,-5.0,18.2,17.1,30.27,26.4,11.25,69,20.5,8.8,20th and 21th grade
33917445,509975395,GA,41.7,12.7,14.6,17.23,17.3,9.13,708,11.5,10.4,17th and 18th grade
23962040,509980799,C,54.22,9.9,13.0,17.05,15.3,7.77,489,6.5,8.8,9th and 10th grade
8150066,510047918,Start,19.37,15.0,14.6,30.74,26.8,10.18,491,57.0,9.2,14th and 15th grade
36879927,510054919,Stub,18.01,13.5,14.6,34.32,27.2,12.2,64,7.5,6.4,14th and 15th grade
1734619,510100921,FA,50.16,11.5,14.6,18.56,18.6,7.99,2308,23.0,10.4,18th and 19th grade
4576445,510138910,GA,36.28,12.7,13.0,21.23,18.9,8.8,649,18.5,9.2,18th and 19th grade
8857540,510154912,C,6.84,17.8,15.9,31.03,28.9,9.59,347,18.0,10.8,17th and 18th grade
16456026,510395712,Start,48.13,12.3,14.6,20.14,20.3,10.07,217,7.5,11.2,10th and 11th grade
12954525,510403808,B,37.3,12.3,14.6,19.14,17.2,8.2,1010,4.5,8.8,8th and 9th grade
36894117,510435008,Stub,-15.83,18.2,15.9,49.69,39.5,14.9,38,7.0,6.4,6th and 7th grade
36890010,510478939,Stub,0.76,20.1,21.2,35.05,35.0,11.6,72,17.5,13.2,34th and 35th grade
1286213,510490987,GA,4.82,18.6,18.2,29.94,29.1,10.0,808,35.0,11.6,29th and 30th grade
3139788,510497312,C,5.83,18.2,17.1,29.01,27.9,10.13,544,21.0,11.2,27th and 28th grade
32840948,510553598,Start,35.27,13.1,15.9,26.45,23.6,11.11,220,8.5,9.6,23th and 24th grade
