pageid	revid	ordered_class
34900600	576412449	B
23524797	576493406	Start
3585288	576508018	B
6789251	576563683	Start
14516403	576601927	GA
40761197	576633960	Stub
10335	576650039	C
32568	576660432	C
8804408	576701312	FA
27227163	576701338	FA
5183110	576709662	Start
29594	576711155	GA
36710789	576712312	Stub
39473358	576750146	GA
194957	576754034	B
40770680	576786527	Start
37898737	576789305	B
23295366	576796018	C
28378151	576804517	C
39945171	576834214	B
226424	576849732	C
10518684	576880806	B
571531	576881942	Start
11867681	576913721	Start
39765126	576917640	Stub
3417912	576920022	GA
40780089	576975454	Stub
40782658	577005155	Stub
40783343	577016534	C
5780051	577025986	GA
25875522	577027129	Start
40672090	577033446	C
4001531	577044309	C
40612001	577057155	C
11956026	577102733	C
60261	577112055	FA
3538069	577112083	FA
1145144	577112141	FA
1569089	577139528	C
40791227	577158651	Stub
40791600	577163580	Stub
27123674	577170576	C
40793766	577190155	Stub
1526756	577229484	C
2976218	577245821	GA
3804714	577257732	FA
169477	577257778	FA
55115	577257829	FA
37210704	577382697	B
40808244	577404985	Stub
12823760	577407792	FA
40809265	577423211	Stub
40810613	577463189	C
457431	577496598	C
128056	577519602	Start
128166	577521515	Start
52246	577566042	C
40807627	577582657	Start
40706133	577597999	GA
26315127	577601795	GA
40332979	577605746	FA
20081989	577618995	Stub
40822092	577635001	B
2404514	577665995	GA
22770	577702472	B
40828889	577720055	C
34604180	577732565	GA
20652469	577774945	GA
110057	577806053	Start
172321	577806938	C
3646034	577819802	GA
5318087	577824889	FA
20031091	577824913	FA
65567	577824961	FA
40077462	577833996	GA
542217	577836893	GA
40783087	577848087	B
4590085	577849467	B
40827591	577849855	Stub
9581605	577859943	B
40839054	577888811	Start
487133	577934304	GA
25478719	577947119	B
39963150	577960841	GA
40843225	577965585	B
30129283	577993774	Start
18848643	577995959	Start
25426557	578002379	C
1288361	578017129	GA
2055841	578029833	C
1999833	578049780	C
40845094	578052136	C
35035696	578076102	C
36500817	578078651	Start
8350563	578109290	C
2527767	578125376	Start
40501009	578142537	B
39275042	578151522	GA
21677516	578163680	C
1299930	578179307	FA
28320649	578189808	C
12772124	578197369	C
3829892	578201598	C
40858784	578227941	Stub
14852404	578229715	GA
1998877	578230734	B
40605443	578232398	C
40859295	578233720	Stub
17746685	578240850	Start
37945836	578240947	GA
1887496	578248513	Start
1990323	578248569	Start
37415366	578268213	Start
24214140	578286651	GA
319117	578295109	C
1941154	578313097	GA
36190276	578332542	Stub
4807191	578356192	B
40841673	578367375	GA
244346	578383188	C
333296	578387147	C
40866240	578394119	Start
407174	578394540	C
970386	578407843	GA
257281	578414316	C
37770136	578422434	C
27902950	578438638	C
35494408	578450121	Start
10073534	578457764	B
230161	578461021	Start
40875321	578474853	Start
364484	578494615	C
3818021	578516714	B
22158540	578517795	B
35494480	578532401	GA
38599321	578567537	GA
40883241	578603718	Stub
1892477	578611200	Start
392125	578629059	Start
16504426	578631917	Start
1617606	578633670	C
151303	578645908	Start
260395	578647397	Start
139056	578647873	Start
139319	578648324	Start
28384660	578767271	C
21004270	578774610	B
17654496	578812344	B
12434881	578827317	C
33242001	578836457	Start
38074388	578852857	Stub
40345134	578860948	Stub
40899365	578864033	C
24084200	578864161	B
11405402	578890148	GA
240428	578926995	B
3282123	578935061	FA
39623744	578935084	FA
21210	578935120	FA
118806	578993190	Start
40188042	579022263	Stub
129609	579047431	Start
30489046	579062117	C
9193588	579086775	C
40913054	579115138	Stub
2146732	579120094	GA
9895808	579146201	GA
40802679	579148650	C
175928	579172473	FA
3865269	579172526	GA
15299554	579174690	C
758441	579202312	GA
40898471	579208038	GA
31517714	579234045	Stub
720758	579244544	C
29551436	579245414	C
40920984	579256849	Stub
36130917	579285676	Stub
40634761	579285820	Stub
376432	579289846	B
17389504	579291732	Start
2966130	579342525	GA
40866843	579360358	Start
40902033	579395819	C
14402457	579396649	Start
1973998	579413078	C
632721	579413991	GA
11422263	579452611	B
947688	579493065	B
414995	579496927	Start
1177	579497525	GA
434621	579503912	Start
22334641	579508658	Start
4341339	579510282	Start
33800251	579521751	Stub
33270066	579536941	C
16764285	579570724	FA
689735	579591057	FA
234121	579591096	FA
36980991	579614508	Start
39438467	579621692	C
15452265	579625038	Start
40258918	579675064	Stub
939583	579682790	GA
408598	579703685	B
40663476	579704731	Start
38318195	579709077	GA
13739299	579780772	B
2614511	579793834	C
40936446	579806956	Start
17295490	579827591	Start
111421	579827757	Start
111035	579833320	Start
29587175	579844947	C
111015	579882506	Start
111061	579884419	Start
40956087	579889512	Start
31201602	579892704	Start
36223789	579926612	C
3037173	579927221	Start
40942514	579933314	C
29616926	579937040	Start
109577	579939246	Start
40958836	579945029	B
6893087	579956310	C
122820	579961080	Start
3620463	579986219	FA
1727195	579986286	FA
16134	579986521	FA
1204088	579986585	FA
26399628	579986642	FA
37132213	579986708	FA
102978	580048689	Start
4047996	580087791	Start
40614274	580090683	Start
556116	580092434	Start
31955655	580143949	C
40713300	580151716	Start
40970650	580166681	Stub
10251864	580170892	B
13351653	580257338	GA
40978507	580285456	Start
40978845	580288065	Stub
40968093	580315880	Start
20151574	580378819	B
38906000	580407194	Stub
35288310	580428159	Start
17181314	580475023	B
2411	580492217	C
409538	580522884	C
40980153	580533842	C
128150	580534548	Start
34366967	580568485	C
2556042	580569336	GA
589599	580590179	B
41009512	580624727	Stub
41003502	580661556	Start
40904931	580680724	Start
41015816	580683527	Stub
41015821	580683550	Stub
40092307	580690076	C
41019297	580714743	Start
11459938	580742464	GA
34450103	580748616	C
6441628	580773111	Start
37944898	580788273	GA
29273448	580789375	C
2280591	580821297	GA
41028034	580826352	Stub
177852	580840955	C
16185022	580851281	B
25439126	580862056	C
2860436	580875551	FA
227519	580875631	FA
40567440	580875684	FA
7506350	580875742	FA
39450084	580906642	GA
12813452	580915093	Stub
404266	580928938	C
41034014	580933438	B
41037479	580987963	Stub
41037723	580990765	Start
41038449	581000121	Stub
32703	581029453	Start
18693205	581051714	B
31252327	581124056	Stub
11742002	581136423	Start
23733190	581141252	C
1008170	581157534	C
16485479	581157762	C
29804090	581158670	Start
41052379	581234564	Stub
111357	581236536	Start
24082188	581247093	C
1254148	581253345	C
41053677	581253910	Stub
33786844	581256209	FA
117016	581272804	Start
117064	581276867	Start
119031	581278997	Start
118077	581282435	Start
117260	581283455	Start
1948944	581288467	B
38898977	581311126	FA
38181025	581311165	FA
5912620	581348052	Start
23178815	581399187	GA
340077	581402153	C
824784	581407679	Start
37339186	581410393	C
131523	581428605	Start
5961858	581479175	Start
135204	581495178	Start
38957593	581512189	B
8569562	581534456	C
35857906	581572117	C
516754	581578418	Start
181622	581587074	B
1021140	581605061	B
37403862	581662323	B
3803234	581684116	GA
41083541	581688940	Stub
17182211	581693550	Stub
41086071	581717741	Stub
2194768	581736386	C
238695	581740201	C
41074259	581741745	C
453651	581741876	Start
4766461	581768091	B
7859400	581810393	C
14498639	581821017	C
33169245	581822109	C
2503748	581824197	C
842656	581836295	Start
139538	581837173	Start
491102	581851163	Start
139726	581867512	Start
138878	581868523	Start
139081	581869617	Start
139539	581871065	Start
41095820	581890929	B
36448780	581905901	GA
41098859	581912469	Stub
32987657	581915418	C
118065	582007343	Start
39280668	582020219	C
3726361	582021412	B
644443	582031143	FA
2917445	582054945	GA
6153269	582065940	Stub
2253535	582067272	GA
38742494	582069165	Stub
41071512	582075099	Start
41111348	582117955	C
31931375	582168578	Start
11549158	582181135	Start
147156	582187269	FA
501828	582214740	B
31294054	582233648	Start
33432519	582242174	C
25854279	582252592	Start
2470697	582258733	GA
817478	582352136	FA
2615263	582363482	C
18653198	582364849	Start
16722927	582374946	C
39147641	582384518	Start
41129558	582403129	C
19583817	582436494	Stub
36162718	582451212	C
36437608	582502294	FA
40899673	582506367	C
37042557	582532337	Stub
2636402	582560038	C
3312598	582569305	GA
21240748	582579658	FA
4422770	582594383	B
36574840	582640162	Start
10287348	582645783	C
208138	582659314	Start
6589248	582660783	B
8430765	582696072	Start
18748969	582708883	Start
10948483	582720409	Start
2979876	582728783	C
41149314	582738147	C
13864289	582774013	C
37782942	582796678	FA
39797588	582796713	FA
3844882	582796758	FA
86402	582796800	FA
2649002	582796819	FA
41160445	582843025	Stub
32572579	582869840	Start
384837	582931404	Start
335298	582937610	GA
41040507	582960453	C
1914604	582966809	C
41165051	582974362	Stub
62983	583016562	Start
133475	583017664	Start
38818724	583030207	B
8762922	583065829	Start
37359895	583106520	GA
41180268	583126739	Stub
41180281	583126781	Stub
41179324	583146594	Stub
16517336	583148040	Start
110927	583174285	Start
3879595	583212013	FA
17215073	583212037	FA
5830658	583212057	FA
697976	583212132	FA
44968	583234434	C
29665969	583249967	Stub
1494741	583251460	Start
34426041	583255375	C
4414946	583284611	GA
491797	583288668	Start
41192169	583296126	Stub
6433	583333609	GA
723992	583365321	FA
7682623	583365344	FA
21067753	583369328	C
341241	583374868	Start
4658540	583408057	C
2944419	583421857	C
40780229	583429433	GA
41200990	583441085	Start
1005302	583453549	B
34323923	583457082	Stub
34584974	583473089	GA
41204207	583490829	Stub
1724817	583526525	Start
41207953	583551023	B
798012	583555430	Start
32292240	583589465	B
4291666	583600871	C
18238006	583644545	Stub
41211973	583657386	Stub
5143398	583724992	C
481817	583751318	Start
7428368	583771012	FA
41222024	583771872	Start
22096094	583799991	GA
109926	583815977	Start
23875	583821931	Start
497260	583878257	Start
41230488	583900684	Stub
12718563	583904773	C
164382	583907933	GA
39034769	583957408	GA
6586027	583995257	C
40548042	584026004	Start
4458975	584069686	Start
90984	584072567	Start
28330819	584079633	C
19205655	584084739	C
250543	584120653	Start
17304357	584155754	Start
41245692	584163085	Stub
25214992	584179396	C
11497672	584193772	C
23463243	584223300	Start
1155593	584225498	C
845737	584230566	Start
373004	584231244	Start
16819011	584243720	Start
12515238	584260167	C
41253799	584292165	Stub
41254373	584298962	Stub
1301134	584378592	C
40914533	584394637	Start
20399893	584395040	Start
41254547	584442928	C
10908738	584474157	GA
630014	584490329	B
29873554	584500360	GA
11864519	584519914	B
2922758	584548312	C
37881714	584640189	GA
447385	584645922	B
33334030	584695664	Start
4590006	584715936	FA
249429	584716352	Start
13580750	584719539	Start
11815408	584720356	Stub
2594	584726870	FA
34550063	584736797	Stub
40991492	584765209	GA
3597669	584774369	GA
41205197	584823049	B
7680204	584844817	Stub
28038594	584849921	C
18731999	584923899	Start
36012788	584962139	B
27339435	584987144	Start
2101	584987978	C
1043016	585007147	GA
780437	585021432	Start
32061296	585032961	Stub
36349454	585047721	Stub
273993	585052246	C
41302256	585071151	Stub
923002	585096326	C
3298053	585101989	GA
41303724	585103839	B
409190	585106088	FA
30369152	585108442	Stub
41305047	585118122	C
39336181	585139667	FA
39658557	585141818	GA
6588868	585161485	B
40873244	585161925	Stub
2173194	585177198	C
40604323	585177568	C
30670902	585188135	C
41310887	585213043	C
25128450	585251497	C
8797982	585256370	FA
26639468	585260835	Start
439739	585281988	C
1102595	585291647	C
41319855	585348164	Stub
29265868	585370866	GA
1386140	585378864	C
37125755	585380886	GA
9881003	585397836	C
36889983	585408174	GA
15707870	585423603	C
36382341	585435685	B
7736330	585447880	C
39723948	585466994	Stub
41328984	585479148	Start
26657888	585489022	C
10985299	585522163	GA
9733926	585525093	B
27266024	585528862	C
11399718	585585509	B
39974144	585592897	GA
28798649	585595033	GA
8232986	585608061	C
36984027	585626727	C
40897251	585642147	GA
867986	585704097	C
2279210	585744165	GA
125256	585748982	C
20681039	585750418	Start
977032	585760144	FA
16182887	585765746	C
567655	585784253	Start
658615	585786767	Start
696589	585787380	Start
791450	585791065	Start
4371080	585792777	GA
1089233	585799184	Start
1118094	585800015	Start
22090645	585814866	B
1631144	585815246	Start
41200911	585819186	Start
1781842	585820378	Start
1922740	585824394	Start
1945429	585824845	Start
2075082	585828347	Start
2082483	585828556	Start
2110452	585829249	Start
2235263	585832940	Start
2415159	585837389	Start
2451618	585838101	Start
2459739	585838297	Start
2477089	585838601	Start
1495134	585839508	B
764036	585848081	C
2958172	585849754	Start
2964446	585849892	Start
2972698	585850067	Start
2988887	585850377	Start
3015704	585850929	Start
3295190	585856598	Start
3299724	585856657	Start
3542285	585860066	Start
3557569	585860350	Start
3659392	585862052	Start
3822417	585864514	Start
40380361	585944521	C
4177319	586015721	Start
41362522	586020641	C
1065808	586026041	FA
30659	586026063	FA
41364203	586049965	Stub
393536	586058653	GA
912935	586061914	Start
4720859	586066156	B
480635	586093557	GA
31536572	586097037	Stub
41367675	586112340	Stub
8033157	586130022	B
39097813	586147488	B
34149742	586148901	GA
55625	586151330	C
16480896	586154351	B
36477878	586160358	Start
2639573	586168227	FA
884813	586168261	FA
5227023	586168280	FA
40969350	586168296	FA
14545747	586168317	FA
8758941	586212860	B
1719692	586218972	C
30221670	586260845	Start
1024142	586262823	C
28173302	586265677	C
11193873	586267294	Start
41378847	586306105	C
27034494	586319034	GA
34482042	586325056	GA
5252030	586330191	Start
5305067	586330890	Start
5632560	586334959	Start
1809885	586339144	GA
5817828	586342468	Start
5901647	586343703	Start
5960942	586344670	Start
6193480	586348632	Start
6456038	586351871	Start
6675786	586352309	C
6507053	586352419	Start
6521092	586352619	Start
6543596	586353245	Start
6551686	586353604	Start
6558000	586354629	Start
6675189	586357008	Start
6702263	586358294	Start
6702599	586358351	Start
6719175	586361161	Start
6720288	586361451	Start
6752860	586364961	Start
6807972	586368954	Start
30865652	586373349	C
35467344	586379302	GA
13831613	586411196	C
19970791	586412559	B
40666374	586430618	Stub
38832860	586436849	GA
30835104	586456068	C
13484145	586459677	C
39646807	586465573	B
36089134	586474352	Start
27831922	586492038	C
36445923	586493398	GA
41392596	586524847	Stub
41394367	586554782	Stub
4561837	586568833	B
25592934	586571840	GA
39714897	586601963	C
13844327	586603234	Start
7426	586619548	FA
202500	586619575	FA
21491601	586619602	FA
1221645	586621069	B
7552937	586621888	Start
7045205	586645260	Start
7133933	586646215	Start
7262407	586647559	Start
41061546	586649537	Start
7825594	586654154	Start
37587108	586654531	B
7976687	586655511	Start
8019919	586655976	Start
8071118	586657492	Start
8226997	586659298	Start
8387584	586660912	Start
8881682	586666485	Start
8894667	586666602	Start
8914188	586666818	Start
8918641	586666929	Start
9034305	586668183	Start
9173086	586669384	Start
106409	586744142	C
9718531	586746172	Start
9722727	586746201	Start
9782790	586746799	Start
9925614	586748373	Start
10112955	586749590	Start
10327607	586750894	Start
10368576	586751201	Start
4018590	586758872	B
2095027	586759808	C
30761622	586763077	Stub
1725425	586770011	Start
41338479	586785855	C
10678927	586786636	Start
10686180	586786702	Start
10794420	586787584	Start
10798203	586787624	Start
10907901	586788452	Start
10922272	586788587	Start
11041310	586789758	Start
11053577	586789833	Start
41408815	586794413	Stub
12009745	586798892	Start
12237985	586800951	Start
12241224	586801023	Start
41409545	586809412	Start
35210819	586816038	Start
12473352	586820351	Start
12998282	586828239	Start
41409373	586830050	B
13539146	586834851	Start
13588099	586835784	Start
13727773	586838088	Start
39650590	586839377	Start
13887910	586840279	Start
13965755	586841143	Start
14092738	586842695	Start
14200365	586844189	Start
14540806	586847378	Start
15070351	586852581	Start
15210229	586854233	Start
15239088	586854725	Start
15454072	586860326	Start
1123074	586861227	Start
15541463	586861415	Start
15600176	586861836	Start
15815920	586863694	Start
38417130	586864509	Start
16816347	586870941	Start
16995937	586872443	Start
17380691	586876043	Start
17831962	586881268	Start
18159451	586884255	Start
18619708	586887512	Start
18687711	586888037	Start
18920048	586889933	Start
18953151	586890197	Start
19095848	586891075	Start
19274075	586892255	Start
19329994	586892618	Start
19417904	586893297	Start
19691135	586894791	Start
19872558	586895716	Start
19987101	586896505	Start
19990172	586896519	Start
20132755	586897328	Start
20225433	586897922	Start
20801896	586901491	Start
21331719	586905181	Start
21406798	586905661	Start
21664122	586907204	Start
22379510	586915595	B
18510524	586923540	Start
41356029	586934596	Start
41357380	586935958	Stub
41416325	586943756	Stub
26793005	586980097	C
214479	586982943	B
41418415	586983730	Stub
11710955	587005734	C
8288105	587022155	GA
8259167	587030210	Start
36746959	587052772	Stub
2913098	587065701	C
36546119	587067811	Start
41408760	587091199	Start
21118548	587098184	Start
41426184	587101144	Start
41001769	587136220	Stub
36557916	587152677	Stub
30941880	587167758	GA
41169728	587174713	GA
38606859	587186797	C
25188547	587199044	Start
15504133	587209616	FA
518117	587209633	FA
41009361	587223395	Stub
1122874	587237529	Start
32693944	587249217	Start
241734	587292737	B
40911780	587344620	Stub
40810224	587350046	Stub
41171905	587373852	GA
363834	587427496	C
41440302	587432839	Start
41242801	587438090	C
22498629	587443411	Start
40146567	587470705	C
2308863	587527519	Start
40889218	587532838	C
41396284	587538485	GA
13712604	587544626	GA
24384742	587569325	C
40362946	587571759	Stub
39289257	587580476	C
35367851	587592800	C
11943905	587607693	Start
41427657	587616100	Stub
41452255	587636433	Stub
40610201	587667148	B
41462100	587705638	Stub
16160597	587712949	GA
26801756	587742807	C
41465461	587756340	C
37264290	587801644	Stub
27182522	587822488	Start
27257356	587822901	Start
27816936	587827490	Start
37775947	587827867	Start
40201168	587828071	Start
27951830	587828216	Start
40152895	587828270	Start
39899323	587829250	Start
39814846	587829581	Start
28371148	587832290	Start
38933156	587835915	Start
29293528	587836799	Start
38440904	587838963	Start
38205097	587841453	Start
30440248	587843130	Start
37502250	587845672	Start
37237855	587847880	Start
31335024	587849465	Start
36973129	587849521	Start
31554013	587850624	Start
31581274	587850846	Start
36445608	587853293	Start
35681605	587856916	Start
33190634	587859575	Start
33436343	587860580	Start
33871629	587862584	Start
8113222	587867853	Stub
1258137	587892479	FA
558192	587892522	FA
28882162	587892545	FA
39526843	587893239	C
41467903	587906708	B
22156548	587924119	C
35688229	587924406	C
41474241	587931005	Stub
41474871	587944118	Start
24626575	587969971	C
41476131	587971507	Stub
15346621	588015037	Start
16411182	588037276	C
6068255	588051144	Start
6074637	588053618	Stub
30484720	588059293	B
29393106	588064821	GA
41484006	588099713	C
1398078	588102091	B
13186890	588104726	Stub
37486552	588106728	Start
41485566	588122292	Stub
8773379	588135051	GA
3832383	588142627	Start
35034533	588195426	GA
84656	588208912	GA
5200526	588215801	GA
41057929	588221005	C
35802008	588224692	C
13178307	588242265	C
75610	588255770	B
4614116	588259774	C
30352688	588262149	B
86735	588283390	B
41497199	588291707	Stub
1713104	588300616	C
29954	588300740	B
743596	588301864	FA
29668939	588312142	GA
24971670	588339926	C
19354229	588342882	B
2189258	588380047	B
8717131	588397225	Start
12027141	588411544	Start
50739	588464056	B
1292484	588500601	FA
41060650	588500622	FA
2381197	588507240	C
23533501	588534128	Start
277231	588560759	GA
41255726	588591131	B
37105913	588594808	Start
41272668	588596225	GA
41439206	588599724	GA
41516937	588618516	Start
41517205	588623669	Stub
594730	588651313	C
16200	588686746	GA
40709056	588739344	GA
2020492	588774555	C
18940560	588792799	FA
153856	588807487	GA
934470	588845970	B
5089056	588856800	C
41532085	588873194	B
35824459	588879357	B
22064699	588890667	Start
40042884	588893783	GA
40088181	588896584	GA
32652872	588897814	C
25626205	588918957	C
16746	588974461	B
40664571	588984873	GA
45451	588990146	C
40515929	588990700	GA
37824359	589047440	C
41133605	589058919	Stub
16089007	589060587	B
41542896	589061388	C
3750818	589076021	B
1700833	589090948	C
46591	589118583	FA
423459	589118601	FA
25000433	589118621	FA
29904472	589128899	GA
24976178	589139565	B
13249900	589151456	C
91278	589227665	C
41554260	589279657	Stub
33322480	589282652	B
13659303	589297300	B
13010251	589321827	B
7150058	589359608	GA
12825232	589380434	C
40727631	589399769	GA
36185285	589400922	GA
186160	589423581	FA
765328	589423599	FA
14001962	589423614	FA
16095	589423645	FA
40359903	589423688	FA
40371119	589471949	C
39366385	589475474	Start
37820416	589477697	C
77669	589482867	B
149721	589484036	GA
38869214	589506077	GA
41568417	589508543	Stub
2121149	589519543	C
41034455	589607201	GA
41320348	589626340	Stub
41576206	589628104	Stub
40551014	589634122	Stub
37663372	589651818	B
41578750	589667432	Stub
9291449	589675273	GA
5099814	589713284	B
41581980	589723375	B
10433986	589724226	B
30253690	589740290	C
41314950	589782980	Stub
41586346	589801284	Stub
12509391	589838947	GA
7453227	589839716	Stub
542931	589849747	GA
1269252	589874015	C
3359786	589880814	Start
38573078	589922029	C
11227	589924613	GA
39668760	589942218	Stub
31502043	589955392	C
41415987	589994649	C
39469651	589996390	GA
41598648	589997762	Stub
10935109	589998843	GA
41585738	590022240	B
12558085	590040733	GA
41601657	590049634	Stub
41048071	590077028	Start
20957813	590093848	C
4379183	590100846	C
18675377	590108801	GA
5267887	590120161	C
7695013	590134346	GA
1937673	590134961	GA
9144130	590138057	B
34668409	590150848	C
41608120	590156741	Start
39182392	590163409	GA
10359695	590173352	GA
24899638	590178618	GA
41601254	590191951	Start
674453	590201484	FA
40886406	590203088	B
41611614	590220794	Start
18933655	590231219	Stub
91272	590245643	C
4052873	590249200	Start
406748	590266331	FA
16549198	590268167	FA
41615880	590290469	C
10558078	590299146	GA
3637744	590323664	GA
36709824	590342387	FA
209441	590342403	FA
41619530	590349895	Stub
31769	590395804	GA
34994929	590396069	C
33057972	590398167	Start
27395058	590404930	Start
24307267	590413667	C
38560019	590436449	C
41589794	590463062	GA
99738	590490210	Start
1181138	590496202	Start
10402986	590516331	B
37726346	590521390	Start
17545456	590524486	FA
10871029	590526196	Start
13768	590643749	FA
40004631	590643780	FA
38216125	590643808	FA
5142	590643844	FA
40470888	590693786	B
1139063	590698420	C
28291707	590699556	GA
8076479	590738159	Start
2673576	590758919	C
4326671	590764271	B
3628730	590766933	B
7688846	590778549	B
1949516	590835151	C
23642357	590859259	GA
132907	590877940	Start
38241524	590888871	C
2599961	590919124	C
41641576	590923287	B
2647989	590928021	GA
41657798	591004234	Start
36123235	591060154	Start
41669836	591153254	Stub
5587105	591270423	C
41677225	591284066	Stub
41602507	591294860	C
40363587	591386007	Stub
33947168	591404799	Start
32468278	591435632	GA
41686229	591448449	Start
41687111	591458264	Start
41690209	591512685	Stub
41692614	591553462	Stub
41683859	591569738	C
41693652	591570431	C
40983761	591576280	GA
39892526	591589816	GA
41031952	591620868	B
1582306	591653079	C
41699531	591661483	Stub
2376579	591666819	C
41699921	591668012	Stub
34159704	591685201	GA
41701639	591705065	Start
27885356	591713097	C
27180467	591715868	Start
20460767	591717420	Start
17661146	591772244	B
41708012	591791145	Stub
158997	591792533	FA
23475106	591808694	C
39121897	591827934	C
32156511	591849023	C
2200407	591950297	GA
41721936	592010853	Stub
31632398	592025495	GA
3534505	592027152	GA
24036220	592062182	Start
4747093	592070387	C
5141406	592087409	GA
23592377	592089943	C
251379	592112049	C
41703579	592115997	GA
674528	592126181	C
41582691	592152253	C
41661958	592172972	B
14192437	592221973	GA
1898395	592229062	GA
23778957	592233307	GA
16386427	592269892	B
29909609	592288730	Start
41738886	592295591	Start
3826722	592303298	FA
41083944	592303351	FA
40853572	592303375	FA
526868	592303397	FA
39732336	592308626	C
41740686	592330359	Stub
2168341	592393062	C
33892016	592413944	GA
41746039	592429291	Stub
41739751	592447044	Start
3635520	592456451	FA
22787623	592460667	C
10511	592472142	GA
41572680	592475939	Start
8711668	592476935	GA
22896758	592561737	Start
15616683	592579932	B
1179923	592591022	C
31282945	592608460	B
1696369	592644770	FA
32426451	592655711	GA
36792243	592665825	C
41759670	592667286	Stub
3933705	592676469	C
2651130	592685901	C
41733414	592691903	C
38576155	592696691	B
11038318	592741570	GA
41765386	592742482	B
41763246	592820389	B
22803775	592822279	C
34082001	592822923	Start
41761607	592843230	C
41773416	592871302	Stub
41773920	592877807	Stub
4650002	592899203	B
4778936	592902325	B
41185892	592974179	Start
41166875	592983295	Start
26939387	593004321	C
576342	593009197	B
32522031	593009280	B
31741732	593075758	GA
40139739	593077140	Start
94305	593100524	C
41783929	593123791	Start
876211	593136151	GA
34692765	593154115	C
40963345	593234509	Stub
28163585	593262035	Start
41714693	593300916	C
1455450	593333772	GA
41799937	593356644	Start
41777829	593378404	Stub
34364138	593387475	GA
11574988	593450966	B
12948020	593463557	Start
38599061	593495023	C
972215	593499127	C
34389763	593512049	C
38768440	593528379	GA
41815234	593559741	Start
149549	593564703	B
41818885	593590103	Start
2246203	593613187	C
21791512	593614216	C
32267527	593646553	GA
8454270	593658697	C
41395970	593675502	C
41818522	593687191	C
14064355	593733836	GA
35523459	593824841	Start
24189237	593848305	Start
38225472	593875103	Stub
6890621	593880915	GA
41833560	593891142	Start
41840785	593922292	Stub
15014497	593922571	C
14616797	593958811	C
6930757	593967463	Start
41845639	593971595	Stub
528146	593977227	B
41846886	593984010	Stub
12834785	593989430	Start
3540123	594022412	Start
41058694	594067793	GA
6173786	594082402	Start
27291516	594085226	C
18675516	594122330	GA
41857609	594139877	Stub
41851649	594171257	Stub
1454153	594176189	C
32220228	594193157	GA
45642	594228926	C
9436105	594270589	Stub
1032121	594293277	C
19731614	594300085	C
36454196	594312253	Stub
41859955	594315443	C
2606373	594318151	FA
19356669	594349002	C
33889660	594355394	B
41873664	594398945	Stub
41875063	594416139	Stub
1744390	594425422	Start
3200042	594439204	GA
41878561	594472514	C
41879410	594485698	Stub
41877135	594510721	B
2421924	594524906	Start
41883046	594531082	C
41802979	594559803	GA
3014508	594563631	Start
32545505	594626969	GA
51275	594646772	FA
32565813	594646803	FA
40017556	594646824	FA
41889638	594647045	Start
41892489	594698309	Stub
19456095	594719040	Stub
41896052	594761364	Start
25801461	594766740	GA
125819	594767639	FA
13846238	594826280	Start
357796	594832638	B
462812	594838261	B
37107434	594845770	C
27016834	594875546	GA
5973145	594915216	Start
1654287	594935572	C
40718316	594936702	GA
2121414	594937790	Start
20041291	594942374	C
41906435	594966258	Start
30756152	594969166	C
2253772	594969380	C
1701900	594983727	Start
41911679	595016088	Stub
3398337	595024914	B
36167103	595031327	C
194561	595044973	GA
41915420	595057120	Stub
38857912	595089394	Stub
2928652	595107310	GA
1251051	595120250	FA
14593103	595134570	C
34583062	595137871	B
41522101	595156504	GA
28005916	595161958	B
20220522	595162078	C
41922783	595175622	Stub
27120694	595192712	GA
41414025	595193675	C
25045671	595199238	GA
41927146	595239893	Start
35805452	595251401	C
41674251	595265326	C
41933159	595334539	Stub
37535057	595343660	Stub
15627	595354603	C
25496052	595362938	Start
36653408	595364294	C
41937046	595421658	C
41941364	595437752	Stub
41943972	595478008	Stub
849597	595521236	GA
41946780	595524663	Stub
40928712	595557540	Start
28061685	595560667	C
24320236	595560992	C
41409581	595570731	C
2095739	595580952	B
19634991	595589203	GA
20086681	595590522	C
14105833	595628490	GA
24735497	595637453	Stub
20163086	595667870	FA
27351002	595674468	Start
2138635	595692394	B
37363207	595695556	B
41957221	595695578	Stub
41752927	595703491	Stub
41957843	595707621	Start
41958205	595714079	Start
19317231	595740048	Start
28007246	595740681	Start
41961762	595774965	Stub
41965837	595833469	Stub
1849686	595848233	C
40844101	595851956	C
3236344	595854187	FA
37332	595854225	FA
29837028	595901197	GA
157715	595957064	GA
11337437	595978793	GA
2486066	596005138	C
41978905	596028307	Stub
264210	596038086	C
961505	596197654	C
41680787	596199684	GA
365647	596203984	GA
41979649	596237536	Start
33401762	596254860	Start
18642239	596296615	GA
11940977	596392906	GA
2246401	596461658	GA
41816371	596463682	GA
41811667	596488455	C
501628	596540689	GA
29079065	596541659	FA
12262150	596568314	GA
37920930	596591599	FA
38924173	596614256	FA
100422	596614289	FA
6890967	596614305	FA
3348895	596614327	FA
4073978	596614357	FA
42012177	596736151	Start
33602935	596746169	B
4322063	596753750	FA
65570	596753764	FA
586782	596753787	FA
39001452	596755151	Start
41800318	596758992	Start
40761768	596765148	GA
13364851	596785065	GA
3307306	596787416	Start
20510713	596791598	Start
17761397	596800780	Start
1365578	596812668	GA
75515	596817396	C
27411939	596827483	GA
41254865	596828945	Start
1987761	596872041	B
1213838	596898124	GA
